position_id,mint_address,ticker,strategy,amount_sol,entry_price_sol,opened_at,closed_at,close_reason,age_minutes,mcap_usd,volume_usd,txns_buys,txns_sells,txns_total,buy_sell_ratio,liquidity_usd,fdv,price_change_5m,price_change_1h,dev_holdings_pct,top10_holder_pct,rugcheck_result,profile,vol_mcap_ratio,score_proxy,mint_is_pump,realized_pnl_sol,adjusted_pnl_sol,win
00c73353-c19f-4a23-8baa-852088205670,B8PFbQTy9eax2h3QgjKVEcfpWas96QJgeCEdFUq1pump,pootin ,B,0.05,2.88e-08,2026-08-05T20:22:30.340473+00:00,2026-08-05T20:32:30.760623+00:00,time_stop,5.949883064778646,2146.35,1038.0,14,14,28.0,1.0,,2146.35,-11.96,-0.05,,100.0,pass,B,0.48361171290796007,61.9,1,0.00015625,,1
8eba8a6a-f526-4c1a-b13e-cdfd1cb7895e,EEa5rsmN1a9rDNpJ8FjnyywkCwXUDKEWNE59eiqC6QbM,DICK,B,0.05,4.631e-07,2026-08-05T20:23:29.924017+00:00,2026-08-05T20:25:31.000691+00:00,hard_stop,1.1226649495442709,32024.16,1530.44,64,81,145.0,0.7901234567901234,,32024.16,14.58,14.58,,98.8700452423848,pass,B,0.047790168422840756,64.1,0,-0.049998974,,0
c5c73152-375a-43a5-8160-dec77faa7d19,3wqkmkCUzdo3gD9z83f64BKUTMLceUqjYtzqK1drpump,LARP,B,0.05,2.799e-08,2026-08-05T20:26:29.221956+00:00,2026-08-05T20:36:30.935057+00:00,time_stop,1.290322802734375,2199.95,8844.28,68,78,146.0,0.8717948717948718,,2199.95,-22.07,-22.07,,100.0,pass,B,4.020218641332758,77.4,1,0.000857449,,1
71ac6f95-5865-4fc7-9a2d-9d75f687e8b1,D4cSLHr7MKXDYEW6cFatXtnvuNHHhc4Y7RZs9L697coW,DICK,B,0.05,4.723e-07,2026-08-05T20:27:30.504557+00:00,2026-08-05T20:32:30.956915+00:00,hard_stop,1.1194926920572916,34463.34,736.39,13,11,24.0,1.1818181818181819,,34463.34,23.37,23.37,,98.9162091883476,pass,B,0.02136734280542745,53.7,0,-0.049997307,,0
63b4d77a-2a68-46d2-a3cf-049d0c365377,D2j3zDGsnxmxwP51hGZXsH6FKEuvrMKAomQB8gfdFbrK,DICK,B,0.05,4.685e-07,2026-08-05T20:36:29.314490+00:00,2026-08-05T20:41:00.971889+00:00,hard_stop,1.1245607788085938,34146.63,662.3,8,5,13.0,1.6,,34146.63,22.32,22.32,,99.1389602235931,pass,B,0.01939576467721705,55.4,0,-0.049999127,,0
3c05c474-a319-48ff-8835-2c1932e37f10,G5S8YTa8LjPqRqqF8ca2ryTvgqPXGUu4pmyiZ3ZSpump,larp,B,0.05,5.484e-08,2026-08-05T20:36:48.501702+00:00,2026-08-05T20:37:30.978302+00:00,hard_stop,1.0268292236328125,3212.91,2617.87,27,4,31.0,6.75,,3212.91,-12.56,-12.56,,99.5779867789857,pass,B,0.8147971776364729,92.9,1,-0.018462801,,0
a83869a1-56bd-4da0-9410-d6fe10555058,ChW45dnLiy18vDCfLfRbyycNwBsdxV6MPEZ8CCVY7XyD,MUSK,B,0.05,4.585e-07,2026-08-05T20:43:29.627818+00:00,2026-08-05T20:44:01.122782+00:00,hard_stop,0.6913165242513021,34440.11,719.77,13,8,21.0,1.625,,34440.11,23.16,23.16,,98.7592899398061,pass,B,0.020899178312728965,62.2,0,-0.04999888,,0
fbaa5673-7c5b-4be1-a82e-805659a9d581,9HSYyMCZC7awJFx1jd1wZkF38ubbYz9pJywcUNaxAV4z,MUSK,B,0.05,4.569e-07,2026-08-05T20:47:29.481086+00:00,2026-08-05T20:51:31.259695+00:00,hard_stop,1.0792408284505208,34160.49,657.98,7,0,7.0,7.0,,34160.49,22.17,22.17,,99.1149753873018,pass,B,0.01926143331082195,58.8,0,-0.049996929,,0
a0543925-9d6d-437b-a184-81d8772e1dcf,4FzaCmDdqwvqonVKbjQNxQEoUr94nnZfb2Nhs95XgMFW,Smokey,B,0.05,5.8e-07,2026-08-05T20:53:30.477647+00:00,2026-08-05T21:03:31.537055+00:00,time_stop,6.380061405436198,42833.0,413793.38,2073,1789,3862.0,1.1587479038569033,17094.88,42833.0,14.42,574.0,,96.9264937950585,pass,B,9.660621016505965,83.2,0,0.019724138,,1
333a68f9-ffcb-4b4d-9291-3e68acfaec1a,2aEohPn9uPEeUWkQDNVMTohP2eoWdUTND4MM9AtEpump,Quentin,B,0.05,2.915e-08,2026-08-05T20:57:30.930593+00:00,2026-08-05T21:07:31.662256+00:00,time_stop,1.4013020263671876,2169.64,3047.59,26,28,54.0,0.9285714285714286,,2169.64,-5.01,-5.01,,100.0,pass,B,1.4046523847274204,72.7,1,-0.002058319,,0
ec5b44f5-709f-47f9-96f0-6d65276f47c2,GMzQtcHcdTN8dgZMq44FdcyjoftUZRDjtUikWvhvMkNZ,Smokey,B,0.05,3.493e-07,2026-08-05T20:57:50.987084+00:00,2026-08-05T21:08:01.701548+00:00,time_stop,10.66475331624349,22955.0,24130.27,1395,113,1508.0,12.345132743362832,22639.89,22955.0,11.53,311.0,,89.4929011232499,pass,B,1.0511988673491615,100.0,0,0.013455482,,1
67586b8e-17ce-4e13-8a01-24161e9b739d,B6NBxbTHxQAJBWbLrJq1wEgft51a1Lp971kHgGhStTqV,MUSK,B,0.05,4.562e-07,2026-08-05T20:58:30.275902+00:00,2026-08-05T21:03:01.853924+00:00,hard_stop,1.1004171020507814,34319.94,691.96,9,4,13.0,2.25,,34319.94,22.89,22.89,,99.1271813002655,pass,B,0.020162039910326182,63.9,0,-0.049999189,,0
3a7c114f-adc5-4c55-956b-21fa34dc1bcb,TVT1vfgsizG18EoiBbozJXroXvKUXVwpDsKFdnUpump,LARP,B,0.05,2.952e-08,2026-08-05T20:58:49.955888+00:00,2026-08-05T21:09:01.897557+00:00,time_stop,1.6337160074869792,2279.54,7207.4,91,88,179.0,1.0340909090909092,,2279.54,-1.87,-1.87,,100.0,pass,B,3.1617782535072863,80.7,1,-0.002642276,,0
fe360a62-d2e0-464d-961d-17f2257a8a43,BpXqkQdeiiSR5LLkZhgurK9wEFhCFQW4jabQETiDpump,LARP,B,0.05,5.928e-07,2026-08-05T21:03:30.845406+00:00,2026-08-05T21:05:31.944009+00:00,hard_stop,2.7685853841145835,40785.0,23174.09,278,261,539.0,1.0651340996168583,13331.57,40785.0,37.26,37.26,,68.42859993750763,pass,B,0.5682012994973642,81.3,1,-0.015038799,,0
21493bd1-688d-44aa-bb6e-5a220eb6af79,HyqoBuh67ityHyj9LzX6m3Chbowr5FCMYUP1AD9d9mMZ,MUSK,B,0.05,4.515e-07,2026-08-05T21:10:29.671626+00:00,2026-08-05T21:13:01.808204+00:00,hard_stop,1.1254976114908855,31429.15,1925.09,73,101,174.0,0.7227722772277227,,31429.15,12.75,12.75,,99.0069911839419,pass,B,0.061251736047586394,65.2,0,-0.049999102,,0
63473ef2-1ded-4000-a67e-dc6067e2702a,7VLtSdKCqWeaN2BWjdK3Zt72J7HQ1SLaZpeuk5diW3DG,Smokey,B,0.05,4.713e-07,2026-08-05T21:12:32.426806+00:00,2026-08-05T21:13:31.824939+00:00,hard_stop,1.4243178385416666,32909.14,1022.67,36,27,63.0,1.3333333333333333,,32909.14,245.0,245.0,,94.936680064177,pass,B,0.03107556137899684,63.4,0,-0.049999126,,0
98b69fac-a51b-4fbd-8ea3-c16eb34295e1,A4d57hxQiCYctPFpMLVMBBVa4PLGUgvvDx5Cxxbtpump,FU,B,0.05,1.35e-07,2026-08-05T21:12:52.195795+00:00,2026-08-05T21:23:02.026114+00:00,time_stop,13.724785062662761,10028.49,3545.63,29,27,56.0,1.0740740740740742,,10028.49,270.0,374.0,,100.0,pass,B,0.3535557197544197,75.2,1,0.00037037,,1
4363abe5-7216-4d4e-982a-8598e853f48a,7H5d1SPTaGFBaHf1ujLseaR6tc4mg8cwEVGYQqiSwXzF,Smokey,B,0.05,4.497e-07,2026-08-05T21:14:30.741800+00:00,2026-08-05T21:24:32.062624+00:00,time_stop,0.9559133382161459,33245.64,815.57,18,6,24.0,3.0,,33245.64,248.0,248.0,,94.94626241757241,pass,B,0.02453163783281056,72.2,0,-0.011318657,,0
4dfeaee8-d0d1-4286-9964-d940c2e9564d,246FUcoV1UAy65gCDF2W54txLiQKHdSFaGUZfDiLpump,DICK,B,0.05,4.881e-09,2026-08-05T21:18:29.569091+00:00,2026-08-05T21:28:32.139265+00:00,time_stop,4.555991280110677,3813.73,205.81,14,16,30.0,0.875,,3813.73,82.36,82.36,,100.0,pass,B,0.05396554029781867,62.2,1,-0.000522434,,0
127b3c4c-8bfc-4031-88e4-be9303ba94f7,57Hb6fZzWi3r5XRZxHaZyhPviduwnTrHJrKqoFRFpump,LARP,B,0.05,7.469e-08,2026-08-05T21:19:31.551646+00:00,2026-08-05T21:20:02.248085+00:00,hard_stop,1.1427070393880208,5549.63,5722.22,48,21,69.0,2.2857142857142856,,5549.63,110.0,110.0,,99.99999999999999,pass,B,1.03109937058867,100.0,1,-0.030352122,,0
1c7ed050-617d-410a-8af6-47f1f6ccdb81,ZgcFy1EXJK6sMuyH1TUraVPMEP7k2AnKCukgbeDpump,LARP,B,0.05,2.935e-08,2026-08-05T21:24:35.785743+00:00,2026-08-05T21:35:02.272953+00:00,time_stop,1.1303185221354166,2177.98,559.67,4,3,7.0,1.3333333333333333,,2177.98,-1.73,-1.73,,100.0,pass,B,0.2569674652659804,63.6,1,-0.002385009,,0
02047d1d-fdfd-4737-8b1a-a08b36e5c3a1,5w9vjMuqCywkm34CKW1Zg4noQMUAFK5BytMK7XtKpump,MAYBE,B,0.05,5.579e-07,2026-08-05T21:24:56.591300+00:00,2026-08-05T21:35:02.389488+00:00,time_stop,19.897643216959636,40945.0,23035.53,806,496,1302.0,1.625,13620.23,40945.0,17.54,40.94,,62.54795634636497,pass,B,0.562596898278178,92.5,1,0.009141423,,1
6c4531b2-f0a8-4d96-a5c3-4ffba29081cd,9e4HuYJUS3LmE8sSNYMKAErqyWgMeMT9z77PqLiGpxXF,Smokey,B,0.05,4.79e-07,2026-08-05T21:30:31.434152+00:00,2026-08-05T21:32:02.454625+00:00,hard_stop,1.345468115234375,32175.86,760.0,13,2,15.0,6.5,,32175.86,238.0,238.0,,95.117394844848,pass,B,0.023620192280796846,67.7,0,-0.049998895,,0
95507585-a01d-48bf-b146-a58ac2994d6f,AAQxE51RdLPyV25mYiD75MGirRhXQLqAV9CEs6Rqpump,LARP,B,0.05,2.838e-08,2026-08-05T21:33:31.646648+00:00,2026-08-05T21:43:32.515778+00:00,time_stop,1.4795152303059895,2106.32,1593.87,7,11,18.0,0.6363636363636364,,2106.32,1.31,1.31,,100.0,pass,B,0.7567083823920391,61.0,1,-0.000757576,,0
c90327c4-6f23-4119-ad58-660ba5ac733c,DYhQC56hpLdMif9jBCwDT2UsTqWMzWyDuFVoXzAWdNJd,Smokey,B,0.05,4.84e-07,2026-08-05T21:33:51.326926+00:00,2026-08-05T21:41:32.538877+00:00,take_profit,1.5127185709635416,33737.64,845.27,22,11,33.0,2.0,,33737.64,254.0,254.0,,94.920427258661,pass,B,0.025054212446395184,72.6,0,0.05,,1
0aed9ecd-24e9-4cf1-8d9e-00457c739677,CwHqqUCvJqSqpQWrNCWxNVez5FWMnFqT1CDfKXb6pump,JUDGE,B,0.05,3.757e-08,2026-08-05T21:34:10.726372+00:00,2026-08-05T21:44:32.565557+00:00,time_stop,0.8663750813802084,2787.4,435.09,5,2,7.0,2.5,,2787.4,19.91,19.91,,100.0,pass,B,0.1560916983568917,80.1,1,-0.012802768,,0
150c29f5-2596-4329-8354-46f014c2696f,3fW9APx8v8WvymDvGj2Jz42ZrTRKPSF7m3vsTQe9sHCd,MUSK,B,0.05,4.522e-07,2026-08-05T21:38:39.247489+00:00,2026-08-05T21:43:03.799428+00:00,hard_stop,1.2760530924479168,33749.25,2047.72,98,128,226.0,0.765625,,33749.25,21.31,21.31,,98.9731204474438,pass,B,0.06067453350815204,66.5,0,-0.049999022,,0
f9742d74-9831-4271-8e47-95b065559bb3,6YQ9PMreYtSom4R8cNAt7fQYVngg8KennGFmXFChQ8cz,Smokey,B,0.05,4.431e-07,2026-08-05T21:43:42.107017+00:00,2026-08-05T21:54:02.783652+00:00,time_stop,0.7097436238606771,31114.26,720.69,8,1,9.0,8.0,,31114.26,226.0,226.0,,95.1597181421675,pass,B,0.023162691319028643,67.3,0,0.002110133,,1
701031a0-6e13-4048-aa48-4d7712e07de9,55juW6EHzUpJXh19mYb1nDJ3op3JUmZ8o2L8W9A8pump,2027,B,0.05,2.795e-08,2026-08-05T21:44:39.545817+00:00,2026-08-05T21:55:02.788131+00:00,time_stop,2.2077677978515626,2073.44,424.78,3,3,6.0,1.0,,2073.44,-3.2,-3.2,,100.0,pass,B,0.20486727370939115,55.8,1,0.0,,0
51c499ea-c670-4975-9d08-454362a4a2e7,Gqq3BFAn7zcK13KM7DuenFx3MM65rk3EW4XGH3NthgyD,MUSK,B,0.05,4.389e-07,2026-08-05T21:47:40.367911+00:00,2026-08-05T21:52:02.914437+00:00,hard_stop,1.2753258056640624,33809.79,2568.5,93,141,234.0,0.6595744680851063,,33809.79,21.49,21.49,,99.3077717243668,pass,B,0.07596912018678613,65.9,0,-0.049998986,,0
b3e8dbfd-0c3f-4d62-9b61-baab03d39a6b,EMNV7rKuE5kjsu5LBzQWiFQiHz4bnxGjQiqbPK7mpump,Unbearable,B,0.05,2.803e-08,2026-08-05T21:48:02.578939+00:00,2026-08-05T21:58:02.881690+00:00,time_stop,3.0825037638346355,2078.87,1374.36,8,8,16.0,1.0,,2078.87,-16.94,-16.94,,100.0,pass,B,0.6611091602649516,61.6,1,-0.000142704,,0
cd387dc3-00ec-44f5-ac7e-c0d69465875e,D1fPcKctcmF88dwVQ31H4T1bYoZvYBxnchjMQqc2bonk,BEPE,B,0.05,4.242e-08,2026-08-05T21:51:42.262221+00:00,2026-08-05T22:02:03.018330+00:00,time_stop,0.5631560221354167,3140.96,485.87,3,3,6.0,1.0,,3140.96,-11.07,-11.07,,100.0,pass,B,0.15468837552850084,59.0,0,-5.8934e-05,,0
40ff4902-49b9-44b3-9cf4-0ce72c644c02,G5qDAKLGnB6FVaTrFeuCWd4sSjkLkAk5nhWXtiFZLUYA,MUSK,B,0.05,4.946e-07,2026-08-05T21:54:40.205222+00:00,2026-08-05T21:59:02.992676+00:00,hard_stop,1.2931598999023437,35010.98,2461.09,91,123,214.0,0.7398373983739838,,35010.98,25.79,25.79,,99.0714971261694,pass,B,0.0702948046584243,67.2,0,-0.049999175,,0
8e2e9018-126b-41db-a668-045e4855f58b,8ok5WyVcFgAEcaNpN1pRjAzSrkYzA92M7JxPqkeSpump,AFAO,B,0.05,4.396e-08,2026-08-05T21:55:05.526609+00:00,2026-08-05T21:55:33.079491+00:00,hard_stop,1.523037284342448,3054.65,1960.58,37,19,56.0,1.9473684210526316,,3054.65,21.77,21.77,,100.0,pass,B,0.641834580066456,89.8,1,-0.018209736,,0
f3034d73-649b-4a8d-9a9b-85344dc606c3,4BJyoGRzw7dA8pWUxES7MtJy4wsZS8QtPGrbn4aipump,KIO,B,0.05,3.396e-08,2026-08-05T21:57:40.083652+00:00,2026-08-05T22:08:03.147324+00:00,time_stop,1.53915712890625,2519.99,242.34,5,1,6.0,5.0,,2519.99,17.54,17.54,,100.0,pass,B,0.09616704828193763,75.2,1,-0.008848645,,0
844ad2c5-7d15-48ae-9b6e-8c0bf4f1b22b,9Lp57PFfykrwAMHfdxWkchwU4GXtxq2UtRqGCzwNpump,AFAO,B,0.05,2.935e-08,2026-08-05T21:58:39.034124+00:00,2026-08-05T22:09:03.158525+00:00,time_stop,0.7288193684895833,2173.76,654.36,3,4,7.0,0.75,,2173.76,-15.74,-15.74,,100.0,pass,B,0.3010267922861769,55.7,1,-0.002385009,,0
feedac03-903c-4436-81a6-38b64eaf1015,6mLXo7XhGmTaw2Lt7JuBCQ2LSDk7G4BZfZjVgSRPpump,APEX,B,0.05,7.566e-08,2026-08-05T22:02:44.984342+00:00,2026-08-05T22:13:03.309759+00:00,time_stop,1.4109021321614583,7203.14,1445.56,14,7,21.0,2.0,,7203.14,179.0,179.0,,100.0,pass,B,0.2006847013941142,89.3,1,0.0,,0
4d83ea31-27da-4b7e-a2bd-ce8c77e39812,6HBAebWktnFghQCB496bn25Tvz6ZgEcyMNRQDyLSpump,TUCKER,B,0.05,2.924e-08,2026-08-05T22:03:05.251845+00:00,2026-08-05T22:13:33.246989+00:00,time_stop,1.279407100423177,2168.1,3542.45,27,35,62.0,0.7714285714285715,,2168.1,-15.94,-15.94,,100.0,pass,B,1.633896038005627,71.1,1,-0.002205882,,0
0906bfc3-16ed-45bf-901a-dd35ea02eec8,8tYfosh9i7prMsrZxbkBByfYDnxRd1pjE6HJaXpDpump,AFAO,B,0.05,2.94e-08,2026-08-05T22:03:25.535800+00:00,2026-08-05T22:13:33.362310+00:00,time_stop,1.262023164876302,2179.77,785.93,9,7,16.0,1.2857142857142858,,2179.77,-13.13,-13.13,,100.0,pass,B,0.36055638897681863,70.1,1,-0.002465986,,0
e757f123-ce70-47e5-89e5-88555ec560ba,CbFwn1cSG88RNCv8yC8KsxBkVDRRMxmJvr7cyNXxXibB,BabyCupsey,B,0.05,4.779e-07,2026-08-05T22:08:55.140402+00:00,2026-08-05T22:12:03.889996+00:00,take_profit,1.1069939046223958,35414.0,5191.07,11,4,15.0,2.75,12616.73,35414.0,461.0,461.0,,99.02768570037094,pass,B,0.14658242502964927,96.2,0,0.05,,1
918cec04-ea09-4a84-b5aa-05b2cecee895,Axf6zuiYiPRDvT64VgAcvkvvbRS1f2mPSvFG8EZ2NCAY,MUSK,B,0.05,4.906e-07,2026-08-05T22:11:54.926162+00:00,2026-08-05T22:13:03.878703+00:00,hard_stop,1.5382931599934895,36319.01,2613.92,102,162,264.0,0.6296296296296297,,36319.01,30.58,30.58,,99.15336680095429,pass,B,0.071971124763588,65.4,0,-0.049999056,,0
aff579d6-0d04-4b9b-b061-41934d9896b6,5NX6ffwW82f6JsQHFJ5ktLgxL9hfQPn3iWnb48MN7MZx,CARLSON,B,0.05,4.464e-07,2026-08-05T22:18:55.978064+00:00,2026-08-05T22:29:03.567390+00:00,time_stop,2.155592041015625,35719.65,1239.58,47,31,78.0,1.5161290322580645,,35719.65,275.0,275.0,,94.85004729277219,pass,B,0.034703027605253685,69.9,0,0.006003584,,1
57eeb9d9-1ad0-4cad-a409-40d40a897cc3,EHTciTjoKvtVNAmU8bmJVWdfNDaHob9ZACW5nwvyPsBn,MUSK,B,0.05,4.735e-07,2026-08-05T22:19:55.001346+00:00,2026-08-05T22:24:33.908681+00:00,hard_stop,1.5394222615559896,31065.27,1672.96,52,93,145.0,0.5591397849462365,,31065.27,11.6,11.6,,99.0252808521351,pass,B,0.0538530648534521,61.2,0,-0.049999126,,0
3673a85e-8157-4247-9812-17b2650ec693,FCSKAF9hK7DV9TPbaARF2akcwSQdvwWypY367CbMpump,TUCKER,B,0.05,6.829e-08,2026-08-05T22:25:54.859372+00:00,2026-08-05T22:32:32.459679+00:00,take_profit,2.028717716471354,5061.25,10168.15,113,93,206.0,1.2150537634408602,,5061.25,79.51,79.51,,98.98983726124389,pass,B,2.009019510990368,84.3,1,0.05,,1
2dfb753e-9b46-4df5-b0c4-3e30f78adad0,3uvnvvc8f7mmhPHaHwAudaeTX44ASqGpw7p4hoynzVxx,MUSK,B,0.05,6.794e-07,2026-08-05T22:27:56.169510+00:00,2026-08-05T22:29:33.660549+00:00,take_profit,16.17847655843099,41709.0,1114177.68,5038,3376,8414.0,1.492298578199052,17844.27,41709.0,-70.4,559.0,,75.66302243832631,pass,B,26.713123786233187,89.8,0,0.05,,1
11b8f912-5630-41f2-84da-35b77bbf2be4,4ae6h853VHBT5NGVHfZVzDABfLkDQdUH1yTJxyXEpump,TUCKER,B,0.05,3.449e-08,2026-08-05T22:28:54.344085+00:00,2026-08-05T22:31:02.522870+00:00,early_exit_no_green,0.6941119466145833,2554.1,753.7,7,10,17.0,0.7,,2554.1,8.44,8.44,,100.0,pass,B,0.29509416232723856,61.3,1,-0.007451435,,0
eabf04bf-b60a-428f-a040-bccf1db9e10f,34jLumo3e7w5sUqrz4LaYthGFYFKW8LJKZEfSEcgpump,BEPE,B,0.05,2.795e-08,2026-08-05T22:31:53.017773+00:00,2026-08-05T22:33:32.443372+00:00,early_exit_no_green,15.284719958496094,2074.28,2505.49,12,12,24.0,1.0,,2074.28,,-26.46,,100.0,pass,B,1.2078841814991224,63.1,1,0.0,,0
